No,Code,Company Name,Listing Date,Shares,Listing Board
635,GLVA,Galva Technologies Tbk.,23 Dec 2019,"1,500,000,000",Development
636,PGJO,Bahtera Bumi Raya Tbk.,08 Jan 2020,"795,859,095",Watchlist
637,AMAR,Bank Amar Indonesia Tbk.,09 Jan 2020,"18,197,283,760",Development
638,CSRA,Cisadane Sawit Raya Tbk.,09 Jan 2020,"2,050,000,000",Main
639,INDO,Royalindo Investa Wijaya Tbk.,13 Jan 2020,"4,480,741,638",Development
640,AMOR,Ashmore Asset Management Indon,14 Jan 2020,"2,222,222,400",Development
641,TRIN,Perintis Triniti Properti Tbk.,15 Jan 2020,"4,551,457,789",Development
642,DMND,Diamond Food Indonesia Tbk.,22 Jan 2020,"9,468,359,000",Development
643,PURA,Putra Rajawali Kencana Tbk.,29 Jan 2020,"6,301,930,902",Watchlist
644,PTPW,Pratama Widya Tbk.,07 Feb 2020,"878,187,500",Development
645,TAMA,Lancartama Sejati Tbk.,10 Feb 2020,"1,200,000,696",Watchlist
646,IKAN,Era Mandiri Cemerlang Tbk.,12 Feb 2020,"833,333,000",Development
647,SAMF,Saraswanti Anugerah Makmur Tbk,31 Mar 2020,"10,250,000,000",Main
648,SBAT,Sejahtera Bintang Abadi Textil,08 Apr 2020,"4,752,982,378",Watchlist
649,KBAG,Karya Bersama Anugerah Tbk.,08 Apr 2020,"7,150,002,603",Watchlist
650,CBMF,Cahaya Bintang Medan Tbk.,09 Apr 2020,"1,875,000,000",Watchlist
651,RONY,Aracord Nusantara Group Tbk.,09 Apr 2020,"1,250,000,000",Development
652,CSMI,Cipta Selera Murni Tbk.,09 Apr 2020,"816,061,500",Development
653,BBSS,Bumi Benowo Sukses Sejahtera T,15 Apr 2020,"4,800,016,020",Development
654,BHAT,Bhakti Multi Artha Tbk.,15 Apr 2020,"5,000,000,000",Development
655,CASH,Cashlez Worldwide Indonesia Tb,04 May 2020,"1,431,125,517",Acceleration
656,TECH,Indosterling Technomedia Tbk.,04 Jun 2020,"1,256,300,000",Watchlist
657,EPAC,Megalestari Epack Sentosaraya ,01 Jul 2020,"3,303,400,000",Watchlist
658,UANG,Pakuan Tbk.,06 Jul 2020,"1,210,000,000",Development
659,PGUN,Pradiksi Gunatama Tbk.,07 Jul 2020,"5,737,848,882",Development
660,SOFA,Solusi Environment Asia Tbk.,07 Jul 2020,"1,653,574,499",Acceleration
661,PPGL,Prima Globalindo Logistik Tbk.,20 Jul 2020,"771,178,020",Acceleration
662,TOYS,Sunindo Adipersada Tbk.,06 Agt 2020,"1,435,000,712",Watchlist
663,SGER,Sumber Global Energy Tbk.,10 Agt 2020,"15,586,909,438",Main
664,TRJA,Transkon Jaya Tbk.,27 Agt 2020,"1,510,200,000",Development
665,PNGO,Pinago Utama Tbk.,31 Agt 2020,"781,250,000",Main
666,SCNP,Selaras Citra Nusantara Perkas,07 Sep 2020,"2,500,000,000",Development
667,BBSI,Krom Bank Indonesia Tbk.,07 Sep 2020,"3,637,976,068",Main
668,KMDS,Kurniamitra Duta Sentosa Tbk.,07 Sep 2020,"800,000,000",Development
669,PURI,Puri Global Sukses Tbk.,08 Sep 2020,"1,000,000,000",Development
670,SOHO,Soho Global Health Tbk.,08 Sep 2020,"12,691,682,390",Development
671,HOMI,Grand House Mulia Tbk.,10 Sep 2020,"1,575,000,000",Development
672,ROCK,Rockfields Properti Indonesia ,10 Sep 2020,"1,435,185,100",Development
673,ENZO,Morenzo Abadi Perkasa Tbk.,14 Sep 2020,"2,162,547,122",Development
674,PLAN,Planet Properindo Jaya Tbk.,15 Sep 2020,"896,709,596",Acceleration
675,PTDU,Djasa Ubersakti Tbk.,08 Dec 2020,"1,500,000,000",Watchlist
676,ATAP,Trimitra Prawara Goldland Tbk.,11 Dec 2020,"1,250,000,000",Development
677,VICI,Victoria Care Indonesia Tbk.,17 Dec 2020,"6,708,000,000",Main
678,PMMP,Panca Mitra Multiperdana Tbk.,18 Dec 2020,"2,588,300,000",Watchlist
679,BANK,Bank Aladin Syariah Tbk.,01 Feb 2021,"14,793,174,908",Development
680,WMUU,Widodo Makmur Unggas Tbk.,02 Feb 2021,"12,941,176,500",Main
681,EDGE,Indointernet Tbk.,08 Feb 2021,"2,020,250,000",Development
682,UNIQ,Ulima Nitra Tbk.,08 Mar 2021,"3,138,983,000",Main
683,BEBS,Berkah Beton Sadaya Tbk.,10 Mar 2021,"45,000,000,000",Watchlist
684,SNLK,Sunter Lakeside Hotel Tbk.,29 Mar 2021,"450,000,000",Development
685,ZYRX,Zyrexindo Mandiri Buana Tbk.,30 Mar 2021,"1,333,334,556",Development
686,LFLO,Imago Mulia Persada Tbk.,07 Apr 2021,"1,307,734,937",Acceleration
687,FIMP,Fimperkasa Utama Tbk.,09 Apr 2021,"400,000,975",Watchlist
688,TAPG,Triputra Agro Persada Tbk.,12 Apr 2021,"19,852,540,000",Main
689,NPGF,Nusa Palapa Gemilang Tbk.,14 Apr 2021,"3,240,235,840",Development
690,LUCY,Lima Dua Lima Tiga Tbk.,05 May 2021,"1,514,773,893",Acceleration
691,ADCP,Adhi Commuter Properti Tbk.,21 May 2021,"22,222,222,200",Development
692,HOPE,Harapan Duta Pertiwi Tbk.,24 May 2021,"2,130,360,203",Development
693,MGLV,Panca Anugrah Wisesa Tbk.,08 Jun 2021,"1,904,883,411",Acceleration
694,TRUE,Triniti Dinamik Tbk.,10 Jun 2021,"7,571,107,860",Development
695,LABA,Green Power Group Tbk.,10 Jun 2021,"1,103,402,553",Development
696,ARCI,Archi Indonesia Tbk.,28 Jun 2021,"25,235,000,000",Development
697,IPAC,Era Graharealty Tbk.,30 Jun 2021,"949,868,500",Acceleration
698,MASB,Bank Multiarta Sentosa Tbk.,30 Jun 2021,"1,387,737,233",Development
699,BMHS,Bundamedik Tbk.,06 Jul 2021,"8,603,416,176",Main
700,FLMC,Falmaco Nonwoven Industri Tbk.,08 Jul 2021,"781,250,000",Acceleration
701,NICL,PAM Mineral Tbk.,09 Jul 2021,"10,635,644,907",Development
702,UVCR,Trimegah Karya Pratama Tbk.,27 Jul 2021,"2,000,144,838",Development
703,BUKA,Bukalapak.com Tbk.,06 Agt 2021,"103,167,090,767",Ekonomi Baru
704,HAIS,Hasnur Internasional Shipping ,01 Sep 2021,"2,626,250,000",Development
705,OILS,Indo Oil Perkasa Tbk.,06 Sep 2021,"454,056,563",Development
706,GPSO,Geoprima Solusi Tbk.,06 Sep 2021,"666,741,103",Development
707,MCOL,Prima Andalan Mandiri Tbk.,07 Sep 2021,"3,555,560,000",Main
708,RSGK,Kedoya Adyaraya Tbk.,08 Sep 2021,"929,675,000",Watchlist
709,RUNS,Global Sukses Solusi Tbk.,08 Sep 2021,"983,557,875",Acceleration
710,SBMA,Surya Biru Murni Acetylene Tbk,08 Sep 2021,"929,926,282",Development
711,CMNT,Cemindo Gemilang Tbk.,08 Sep 2021,"17,125,504,000",Development
712,GTSI,GTS Internasional Tbk.,08 Sep 2021,"15,819,142,767",Main
713,IDEA,Idea Indonesia Akademi Tbk.,09 Sep 2021,"1,062,437,500",Acceleration
714,KUAS,Ace Oldfields Tbk.,25 Oct 2021,"1,292,808,150",Development
715,BOBA,Formosa Ingredient Factory Tbk,01 Nov 2021,"1,155,750,000",Development
716,MTEL,Dayamitra Telekomunikasi Tbk.,22 Nov 2021,"83,559,677,444",Main
717,DEPO,Caturkarda Depo Bangunan Tbk.,25 Nov 2021,"6,790,000,000",Development
718,BINO,Perma Plasindo Tbk.,25 Nov 2021,"2,275,316,111",Development
719,CMRY,Cisarua Mountain Dairy Tbk.,06 Dec 2021,"7,934,683,000",Main
720,WGSH,Wira Global Solusi Tbk.,06 Dec 2021,"2,085,000,000",Acceleration
721,TAYS,Jaya Swarasa Agung Tbk.,06 Dec 2021,"1,098,920,000",Development
722,WMPP,Widodo Makmur Perkasa Tbk.,06 Dec 2021,"29,419,000,000",Watchlist
723,RMKE,RMK Energy Tbk.,07 Dec 2021,"4,375,000,000",Main
724,OBMD,OBM Drilchem Tbk.,08 Dec 2021,"805,992,931",Development
725,AVIA,Avia Avian Tbk.,08 Dec 2021,"61,953,555,600",Main
726,IPPE,Indo Pureco Pratama Tbk.,09 Dec 2021,"4,600,000,000",Watchlist
727,NASI,Wahana Inti Makmur Tbk.,13 Dec 2021,"807,400,000",Development
728,BSML,Bintang Samudera Mandiri Lines,16 Dec 2021,"1,850,225,000",Development
729,DRMA,Dharma Polimetal Tbk.,20 Dec 2021,"4,705,882,300",Main
730,ADMR,Alamtri Minerals Indonesia Tbk,03 Jan 2022,"40,882,331,500",Main
731,SEMA,Semacom Integrated Tbk.,10 Jan 2022,"1,347,258,842",Development
732,ASLC,Autopedia Sukses Lestari Tbk.,25 Jan 2022,"12,746,354,780",Development
733,NETV,MDTV Media Technologies Tbk.,26 Jan 2022,"41,360,517,722",Development
734,BAUT,Mitra Angkasa Sejahtera Tbk.,28 Jan 2022,"4,800,182,969",Watchlist
735,ENAK,Champ Resto Indonesia Tbk.,08 Feb 2022,"2,166,666,800",Development
736,NTBK,Nusatama Berkah Tbk.,09 Feb 2022,"2,700,064,877",Development
737,SMKM,Sumber Mas Konstruksi Tbk.,09 Mar 2022,"1,253,000,000",Acceleration
738,STAA,Sumber Tani Agung Resources Tb,10 Mar 2022,"10,903,372,600",Main
739,NANO,Nanotech Indonesia Global Tbk.,10 Mar 2022,"4,285,440,269",Acceleration
740,BIKE,Sepeda Bersama Indonesia Tbk.,21 Mar 2022,"1,293,916,404",Development
741,WIRG,WIR ASIA Tbk.,04 Apr 2022,"11,938,622,394",Development
742,SICO,Sigma Energy Compressindo Tbk.,08 Apr 2022,"910,077,764",Development
743,GOTO,GoTo Gojek Tokopedia Tbk.,11 Apr 2022,"1,140,573,267,220",Ekonomi Baru
744,TLDN,Teladan Prima Agro Tbk.,12 Apr 2022,"12,946,530,200",Development
745,MTMH,Murni Sadar Tbk.,20 Apr 2022,"2,068,526,950",Main
746,WINR,Winner Nusantara Jaya Tbk.,25 Apr 2022,"5,235,316,030",Watchlist
747,IBOS,Indo Boga Sukses Tbk.,25 Apr 2022,"8,065,789,529",Acceleration
748,OLIV,Oscar Mitra Sukses Sejahtera T,17 May 2022,"1,900,073,314",Acceleration
749,ASHA,Cilacap Samudera Fishing Indus,27 May 2022,"5,000,000,000",Development
750,SWID,Saraswanti Indoland Developmen,07 Jul 2022,"5,385,019,201",Development
751,TRGU,Cerestar Indonesia Tbk.,08 Jul 2022,"7,945,412,700",Main
752,ARKO,Arkora Hydro Tbk.,08 Jul 2022,"2,928,495,000",Development
753,CHEM,Chemstar Indonesia Tbk.,08 Jul 2022,"1,700,014,594",Development
754,DEWI,Dewi Shri Farmindo Tbk.,18 Jul 2022,"2,000,000,000",Development
755,AXIO,Tera Data Indonusa Tbk.,20 Jul 2022,"5,840,126,500",Development
756,KRYA,Bangun Karya Perkasa Jaya Tbk.,25 Jul 2022,"1,663,943,474",Development
757,HATM,Habco Trans Maritima Tbk.,26 Jul 2022,"8,680,000,000",Main
758,RCCC,Utama Radar Cahaya Tbk.,02 Agt 2022,"787,500,000",Acceleration
759,GULA,Aman Agrindo Tbk.,03 Agt 2022,"1,070,362,500",Development
760,JARR,Jhonlin Agro Raya Tbk.,04 Agt 2022,"9,230,665,050",Main
761,AMMS,Agung Menjangan Mas Tbk.,04 Agt 2022,"1,235,296,802",Acceleration
762,RAFI,Sari Kreasi Boga Tbk.,05 Agt 2022,"3,128,140,475",Watchlist
763,KKES,Kusuma Kemindo Sentosa Tbk.,08 Agt 2022,"1,500,000,000",Watchlist
764,ELPI,Pelayaran Nasional Ekalya Purn,08 Agt 2022,"7,412,000,000",Main
765,EURO,Estee Gold Feet Tbk.,08 Agt 2022,"2,548,826,428",Acceleration
766,KLIN,Klinko Karya Imaji Tbk.,09 Agt 2022,"1,307,530,330",Acceleration
767,TOOL,Rohartindo Nusantara Luas Tbk.,09 Agt 2022,"2,050,020,320",Development
768,BUAH,Segar Kumala Indonesia Tbk.,09 Agt 2022,"2,000,000,000",Development
769,CRAB,Toba Surimi Industries Tbk.,10 Agt 2022,"1,950,000,000",Development
770,MEDS,Hetzer Medical Indonesia Tbk.,10 Agt 2022,"1,562,500,000",Development
771,COAL,Black Diamond Resources Tbk.,07 Sep 2022,"6,250,000,000",Development
772,PRAY,Famon Awal Bros Sedaya Tbk.,08 Nov 2022,"13,959,422,300",Development
773,CBUT,Citra Borneo Utama Tbk.,08 Nov 2022,"3,125,000,000",Development
774,BELI,Global Digital Niaga Tbk.,08 Nov 2022,"137,218,985,689",Ekonomi Baru
775,MKTR,Menthobi Karyatama Raya Tbk.,08 Nov 2022,"12,060,428,584",Main
776,OMED,Jayamas Medica Industri Tbk.,08 Nov 2022,"27,058,850,000",Main
777,BSBK,Wulandari Bangun Laksana Tbk.,08 Nov 2022,"25,091,882,375",Development
778,PDPP,Primadaya Plastisindo Tbk.,09 Nov 2022,"3,061,341,438",Development
779,KDTN,Puri Sentul Permai Tbk.,09 Nov 2022,"1,250,023,298",Development
780,ZATA,Bersama Zatta Jaya Tbk.,10 Nov 2022,"8,496,000,000",Development
781,NINE,Techno9 Indonesia Tbk.,05 Dec 2022,"2,157,000,000",Acceleration
782,MMIX,Multi Medika Internasional Tbk,06 Dec 2022,"4,800,425,380",Development
783,PADA,Personel Alih Daya Tbk.,08 Dec 2022,"3,150,000,000",Development
784,ISAP,Isra Presisi Indonesia Tbk.,09 Dec 2022,"4,020,350,619",Acceleration
785,VTNY,Venteny Fortuna International ,15 Dec 2022,"6,265,193,445",Development
786,SOUL,Mitra Tirta Buwana Tbk.,06 Jan 2023,"1,082,526,223",Acceleration
787,ELIT,Data Sinergitama Jaya Tbk.,06 Jan 2023,"2,031,643,057",Development
788,BEER,Jobubu Jarum Minahasa Tbk.,06 Jan 2023,"4,000,000,000",Development
789,CBPE,Citra Buana Prasida Tbk.,06 Jan 2023,"1,356,250,000",Development
790,SUNI,Sunindo Pratama Tbk.,09 Jan 2023,"2,500,000,000",Main
791,CBRE,Cakra Buana Resources Energi T,09 Jan 2023,"4,538,067,441",Development
792,WINE,Hatten Bali Tbk.,10 Jan 2023,"2,710,000,000",Development
793,BMBL,Lavender Bina Cendikia Tbk.,11 Jan 2023,"1,030,080,995",Acceleration
794,PEVE,Penta Valent Tbk.,24 Jan 2023,"1,765,625,000",Development
795,LAJU,Jasa Berdikari Logistics Tbk.,27 Jan 2023,"2,149,942,974",Development
796,FWCT,Wijaya Cahaya Timber Tbk.,01 Feb 2023,"1,963,000,000",Development
797,NAYZ,Hassana Boga Sejahtera Tbk.,06 Feb 2023,"2,550,011,472",Acceleration
798,IRSX,Folago Global Nusantara Tbk.,07 Feb 2023,"6,195,047,377",Development
799,PACK,Abadi Nusantara Hijau Investam,08 Feb 2023,"32,371,250,693",Acceleration
800,VAST,Vastland Indonesia Tbk.,08 Feb 2023,"3,055,737,049",Development
801,CHIP,Pelita Teknologi Global Tbk.,08 Feb 2023,"806,000,000",Acceleration
802,HALO,Haloni Jane Tbk.,08 Feb 2023,"6,078,729,117",Development
803,KING,Hoffmen Cleanindo Tbk.,16 Feb 2023,"2,602,852,170",Acceleration
804,PGEO,Pertamina Geothermal Energy Tb,24 Feb 2023,"41,899,535,623",Main
805,FUTR,Futura Energi Global Tbk.,27 Feb 2023,"6,635,551,959",Development
806,HILL,Hillcon Tbk.,01 Mar 2023,"14,741,500,000",Watchlist
807,BDKR,Berdikari Pondasi Perkasa Tbk.,03 Mar 2023,"4,725,101,522",Main
808,PTMP,Mitra Pack Tbk.,06 Mar 2023,"3,169,200,000",Development
809,SAGE,Saptausaha Gemilangindah Tbk.,08 Mar 2023,"8,033,527,260",Watchlist
810,TRON,Teknologi Karya Digital Nusa T,08 Mar 2023,"2,951,328,448",Development
811,CUAN,Petrindo Jaya Kreasi Tbk.,08 Mar 2023,"112,418,900,000",Main
812,NSSS,Nusantara Sawit Sejahtera Tbk.,10 Mar 2023,"23,801,568,645",Development
813,GTRA,Grahaprima Suksesmandiri Tbk.,30 Mar 2023,"1,894,375,000",Development
814,HAJJ,Arsy Buana Travelindo Tbk.,05 Apr 2023,"2,468,527,572",Acceleration
815,JATI,Informasi Teknologi Indonesia ,08 May 2023,"3,262,520,106",Development
816,TYRE,King Tire Indonesia Tbk.,08 May 2023,"3,480,581,727",Development
817,MPXL,MPX Logistics International Tb,09 May 2023,"2,000,014,587",Development
818,SMIL,Sarana Mitra Luas Tbk.,12 May 2023,"8,751,668,239",Main
819,KLAS,Pelayaran Kurnia Lautan Semest,12 Jun 2023,"3,644,415,975",Development
820,MAXI,Maxindo Karya Anugerah Tbk.,12 Jun 2023,"9,610,099,981",Development
821,VKTR,VKTR Teknologi Mobilitas Tbk.,19 Jun 2023,"43,750,000,000",Development
822,RELF,Graha Mitra Asia Tbk.,22 Jun 2023,"5,727,832,195",Acceleration
823,AMMN,Amman Mineral Internasional Tb,07 Jul 2023,"72,518,217,656",Main
824,CRSN,Carsurin Tbk.,10 Jul 2023,"2,892,000,000",Development
825,GRPM,Graha Prima Mentari Tbk.,10 Jul 2023,"1,548,733,996",Acceleration
826,WIDI,Widiant Jaya Krenindo Tbk.,10 Jul 2023,"1,600,031,683",Acceleration
827,TGUK,Platinum Wahab Nusantara Tbk.,10 Jul 2023,"3,571,451,815",Watchlist
828,INET,Sinergi Inti Andalan Prima Tbk,24 Jul 2023,"22,374,111,088",Development
829,MAHA,Mandiri Herindo Adiperkasa Tbk,25 Jul 2023,"16,666,000,000",Main
830,RMKO,Royaltama Mulia Kontraktorindo,31 Jul 2023,"1,250,000,000",Development
831,CNMA,Nusantara Sejahtera Raya Tbk.,02 Agt 2023,"83,345,000,000",Development
832,FOLK,Multi Garam Utama Tbk.,07 Agt 2023,"4,091,357,544",Development
833,HBAT,Minahasa Membangun Hebat Tbk.,07 Agt 2023,"1,040,740,800",Acceleration
834,GRIA,Ingria Pratama Capitalindo Tbk,08 Agt 2023,"7,375,720,674",Development
835,PPRI,Paperocks Indonesia Tbk.,08 Agt 2023,"1,075,027,288",Development
836,ERAL,Sinar Eka Selaras Tbk.,08 Agt 2023,"5,187,500,000",Main
837,CYBR,ITSEC Asia Tbk.,08 Agt 2023,"13,465,221,096",Development
838,MUTU,Mutuagung Lestari Tbk.,09 Agt 2023,"3,142,950,585",Development
839,LMAX,Lupromax Pelumas Indonesia Tbk,09 Agt 2023,"650,008,775",Acceleration
840,HUMI,Humpuss Maritim Internasional ,09 Agt 2023,"18,062,658,548",Development
841,MSIE,Multisarana Intan Eduka Tbk.,10 Agt 2023,"1,460,007,754",Acceleration
842,RSCH,Charlie Hospital Semarang Tbk.,28 Agt 2023,"2,650,000,000",Development
843,BABY,Multitrend Indo Tbk.,07 Sep 2023,"2,854,826,582",Watchlist
844,AEGS,Anugerah Spareparts Sejahtera ,11 Sep 2023,"1,006,080,721",Acceleration
845,IOTF,Sumber Sinergi Makmur Tbk.,06 Oct 2023,"5,290,298,067",Development
846,KOCI,Kokoh Exa Nusantara Tbk.,07 Oct 2023,"4,467,423,099",Development
847,PTPS,Pulau Subur Tbk.,09 Oct 2023,"2,167,514,856",Development
848,BREN,Barito Renewables Energy Tbk.,09 Oct 2023,"133,786,220,000",Main
849,STRK,Lovina Beach Brewery Tbk.,10 Oct 2023,"10,721,835,562",Development
850,KOKA,Koka Indonesia Tbk.,11 Oct 2023,"2,861,333,000",Development
851,LOPI,Logisticsplus International Tb,11 Oct 2023,"1,100,011,289",Acceleration
852,UDNG,Agro Bahari Nusantara Tbk.,31 Oct 2023,"1,750,040,072",Acceleration
853,RGAS,Kian Santang Muliatama Tbk.,08 Nov 2023,"1,459,234,110",Development
854,MSTI,Mastersystem Infotama Tbk.,08 Nov 2023,"3,139,416,200",Main
855,IKPM,Ikapharmindo Putramas Tbk.,08 Nov 2023,"1,684,662,500",Development
856,AYAM,Janu Putra Sejahtera Tbk.,30 Nov 2023,"4,000,000,000",Development
857,SURI,Maja Agung Latexindo Tbk.,07 Dec 2023,"6,334,375,000",Development
858,ASLI,Asri Karya Lestari Tbk.,05 Jan 2024,"6,250,000,000",Development
859,GRPH,Griptha Putra Persada Tbk.,17 Jan 2024,"1,000,000,000",Development
860,SMGA,Sumber Mineral Global Abadi Tb,30 Jan 2024,"8,750,000,000",Development
861,UNTD,Terang Dunia Internusa Tbk.,07 Feb 2024,"6,666,666,700",Development
862,TOSK,Topindo Solusi Komunika Tbk.,07 Feb 2024,"4,375,277,300",Development
863,MPIX,Mitra Pedagang Indonesia Tbk.,07 Feb 2024,"1,562,574,308",Development
864,ALII,Ancara Logistics Indonesia Tbk,07 Feb 2024,"15,825,800,000",Main
865,MKAP,Multikarya Asia Pasifik Raya T,12 Feb 2024,"3,250,000,000",Development
866,MEJA,Harta Djaya Karya Tbk.,12 Feb 2024,"2,608,081,058",Acceleration
867,LIVE,Homeco Victoria Makmur Tbk.,12 Feb 2024,"4,593,005,014",Development
868,HYGN,Ecocare Indo Pasifik Tbk.,13 Feb 2024,"2,525,000,000",Development
869,BAIK,Bersama Mencapai Puncak Tbk.,15 Feb 2024,"1,127,497,572",Development
870,VISI,Satu Visi Putra Tbk.,27 Feb 2024,"3,075,000,000",Development
871,AREA,Dunia Virtual Online Tbk.,01 Apr 2024,"2,539,601,000",Development
872,MHKI,Multi Hanna Kreasindo Tbk.,16 Apr 2024,"3,750,000,000",Development
873,ATLA,Atlantis Subsea Indonesia Tbk.,16 Apr 2024,"6,199,577,693",Development
874,DATA,Remala Abadi Tbk.,07 May 2024,"1,375,000,000",Development
875,SOLA,Xolare RCR Energy Tbk.,08 May 2024,"3,287,375,000",Development
876,BATR,Benteng Api Technic Tbk.,10 Jun 2024,"3,025,037,353",Development
877,SPRE,Soraya Berjaya Indonesia Tbk.,03 Jul 2024,"800,000,000",Acceleration
878,PART,Cipta Perdana Lancar Tbk.,05 Jul 2024,"2,814,762,946",Development
879,GOLF,Intra Golflink Resorts Tbk.,08 Jul 2024,"19,486,760,000",Main
880,ISEA,Indo American Seafoods Tbk.,08 Jul 2024,"1,390,013,370",Development
881,BLES,Superior Prima Sukses Tbk.,08 Jul 2024,"8,890,206,400",Development
882,GUNA,Gunanusa Eramandiri Tbk.,09 Jul 2024,"2,500,000,000",Development
883,LABS,UBC Medical Indonesia Tbk.,10 Jul 2024,"3,950,000,000",Development
884,DOSS,Global Sukses Digital Tbk.,07 Agt 2024,"1,725,000,000",Development
885,NEST,Esta Indonesia Tbk.,08 Agt 2024,"4,112,500,000",Development
886,PTMR,Master Print Tbk.,08 Oct 2024,"1,907,000,000",Watchlist
887,VERN,Verona Indah Pictures Tbk.,08 Oct 2024,"4,765,648,183",Development
888,DAAZ,Daaz Bara Lestari Tbk.,11 Nov 2024,"1,997,000,000",Main
889,BOAT,Newport Marine Services Tbk.,12 Nov 2024,"3,501,680,000",Development
890,NAIK,Adiwarna Anugerah Abadi Tbk.,13 Nov 2024,"3,329,389,601",Development
891,AADI,Adaro Andalan Indonesia Tbk.,05 Dec 2024,"7,786,891,760",Main
892,MDIY,Daya Intiguna Yasa Tbk.,19 Dec 2024,"25,190,392,000",Main
893,KSIX,Kentanix Supra International T,08 Jan 2025,"2,137,831,800",Development
894,RATU,Raharja Energi Cepu Tbk.,08 Jan 2025,"2,715,053,800",Development
895,YOII,Asuransi Digital Bersama Tbk.,08 Jan 2025,"3,424,687,500",Development
896,HGII,Hero Global Investment Tbk.,09 Jan 2025,"6,500,000,000",Development
897,BRRC,Raja Roti Cemerlang Tbk.,09 Jan 2025,"994,603,036",Development
898,DGWG,Delta Giri Wacana Tbk.,13 Jan 2025,"5,882,353,000",Main
899,CBDK,Bangun Kosambi Sukses Tbk.,13 Jan 2025,"5,668,944,500",Main
900,OBAT,Brigit Biofarmaka Teknologi Tb,13 Jan 2025,"680,376,575",Development
901,MINE,Sinar Terang Mandiri Tbk.,10 Mar 2025,"4,084,435,300",Main
902,ASPR,Asia Pramulia Tbk.,08 Jul 2025,"2,712,000,000",Development
903,PSAT,Pancaran Samudera Transport Tb,08 Jul 2025,"1,482,353,000",Main
904,COIN,Indokripto Koin Semesta Tbk.,09 Jul 2025,"14,705,882,400",Development
905,CDIA,Chandra Daya Investasi Tbk.,09 Jul 2025,"124,829,374,700",Development
906,BLOG,Trimitra Trans Persada Tbk.,10 Jul 2025,"3,379,487,200",Main
907,MERI,Merry Riana Edukasi Tbk.,10 Jul 2025,"1,035,132,500",Development
908,CHEK,Diastika Biotekindo Tbk.,10 Jul 2025,"4,113,331,485",Development
909,PMUI,Prima Multi Usaha Indonesia Tb,10 Jul 2025,"5,800,000,000",Development
910,EMAS,Merdeka Gold Resources Tbk.,23 Sep 2025,"14,731,366,060",Development
911,PJHB,Pelayaran Jaya Hidup Baru Tbk.,06 Nov 2025,"1,920,141,053",Development
912,RLCO,Abadi Lestari Indonesia Tbk.,08 Dec 2025,"3,125,000,000",Development
913,SUPA,Super Bank Indonesia Tbk.,17 Dec 2025,"33,558,047,450",Development
914,WBSA,BSA Logistics Indonesia Tbk.,10 Apr 2026,"8,675,000,000",Development
915,KAQI,Jantra Grupo Indonesia Tbk.,10 Mar 2025,"2,075,800,000",Development
916,YUPI,Yupi Indo Jelly Gum Tbk.,25 Mar 2025,"8,544,488,700",Main
917,FORE,Fore Kopi Indonesia Tbk.,14 Apr 2025,"8,918,359,270",Development
918,MDLA,Medela Potentia Tbk.,15 Apr 2025,"14,012,825,000",Main
919,DKHH,Cipta Sarana Medika Tbk.,08 May 2025,"2,550,312,624",Development
920,AYLS,Agro Yasa Lestari Tbk.,12 Feb 2020,"853,423,236",Development
921,DADA,Diamond Citra Propertindo Tbk.,14 Feb 2020,"7,431,530,800",Development
922,ASPI,Andalan Sakti Primaindo Tbk.,17 Feb 2020,"681,823,317",Development
923,ESTA,Esta Multi Usaha Tbk.,09 Mar 2020,"2,425,354,179",Development
924,BESS,Batulicin Nusantara Maritim Tb,09 Mar 2020,"3,440,455,528",Development
925,AMAN,Makmur Berkah Amanda Tbk.,13 Mar 2020,"3,873,500,000",Development
926,CARE,Metro Healthcare Indonesia Tbk,13 Mar 2020,"33,250,000,000",Development
927,PIPA,Multi Makmur Lemindo Tbk.,10 Apr 2023,"3,426,097,190",Development
928,NCKL,Trimegah Bangun Persada Tbk.,12 Apr 2023,"63,098,600,000",Main
929,MENN,Menn Teknologi Indonesia Tbk.,18 Apr 2023,"1,434,052,006",Watchlist
930,AWAN,Era Digital Media Tbk.,18 Apr 2023,"3,435,000,000",Development
931,MBMA,Merdeka Battery Materials Tbk.,18 Apr 2023,"107,995,419,900",Main
932,RAAM,Tripar Multivision Plus Tbk.,08 May 2023,"6,813,620,000",Main
933,DOOH,Era Media Sejahtera Tbk.,08 May 2023,"7,738,891,036",Development
934,CGAS,Citra Nusantara Gemilang Tbk.,08 Jan 2024,"1,771,499,039",Development
935,NICE,Adhi Kartiko Pratama Tbk.,09 Jan 2024,"6,082,020,000",Development
936,MSJA,Multi Spunindo Jaya Tbk.,10 Jan 2024,"5,882,352,900",Development
937,SMLE,Sinergi Multi Lestarindo Tbk.,10 Jan 2024,"2,328,153,048",Development
938,ACRO,Samcro Hyosung Adilestari Tbk.,11 Jan 2024,"3,469,345,537",Development
939,MANG,Manggung Polahraya Tbk.,11 Jan 2024,"3,812,601,988",Acceleration
940,WIFI,Solusi Sinergi Digital Tbk.,30 Dec 2020,"5,308,549,015",Development
941,FAPA,FAP Agri Tbk.,04 Jan 2021,"3,629,411,800",Development
942,DCII,DCI Indonesia Tbk.,06 Jan 2021,"2,383,745,900",Development
943,KETR,Ketrosden Triasmitra Tbk.,11 Jan 2021,"2,841,262,838",Development
944,DGNS,Diagnos Laboratorium Utama Tbk,15 Jan 2021,"1,279,651,500",Development
